file,mc
cnf/sundermann/systems_software/integrator_arm7/Knüppel2017.cnf, 827095246785654428270567188851669769838864406484829711549713784292908636455271657731450125673675051906706784525274870603060756200
cnf/sundermann/systems_software/sparclite_sim/Berger2013.cnf, 31506117330638209963044978072983956210771703423518162467137502207143887426026525283299774751701910447997211646995406800
cnf/sundermann/systems_software/sparclite_sim/Knüppel2017.cnf, 26265186949944561936868894614470127426345279772258743051485237593057640557852640094787685865558881394984361134737735400
cnf/sundermann/systems_software/mcb2100/Berger2013.cnf, 37128091317744599575402179011383874999037121164929894272124153053569906046091105256246897401347676166648033913021227632428560
cnf/sundermann/systems_software/mcb2100/Knüppel2017.cnf, 30284700345107452972137231298969814637323452025757987941645958364844221920916786822953305484279386544098175253294155798625800
cnf/sundermann/systems_software/cerf/Berger2013.cnf, 13517380849035549984133433855441897389024065422096840375648325003913735936262208497370841560707920219740803238286737754714801680
cnf/sundermann/systems_software/cerf/Knüppel2017.cnf, 11026947374625118022431704102517387365041221372420382625008445302564502447530522730237779407034506830495018305153544225433533960
cnf/sundermann/systems_software/aki3068net/Berger2013.cnf, 31485454963920208054558280086907523160934839609529086554576599506069434220826706450214316610420103414869008409925245208080
cnf/sundermann/systems_software/aki3068net/Knüppel2017.cnf, 26409875491998007789821712407925388859495752408701359114597318850319725584608908312296100173486836131359201419998186389000
cnf/sundermann/systems_software/smdk2410/Berger2013.cnf, 223804820883005219565977860540053812602475717896702621083241556676403615795832679166174675586852816805135269998167440236804077723600
cnf/sundermann/systems_software/smdk2410/Knüppel2017.cnf, 182569189736782637465420926684785985917484518340651257562184644476066677368186630764233379713449410277782110369872327969718277652200
cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf, 16601881363009992107753731518030151680000
cnf/sundermann/systems_software/uClibc/Oh2020-ng_1_0_29.cnf, 8027944014617489543924213817393807360
cnf/sundermann/systems_software/uClibc/Pett2023-2020-12-24_11-54-53.cnf, 50867601263232905709754560
cnf/sundermann/systems_software/ts6/Berger2013.cnf, 2912181243739972266287508365657611660488448454974248661362563895749885749951515776635166845237087694052687786984385768722997200
cnf/sundermann/systems_software/ts6/Knüppel2017.cnf, 2386179727798317443182387728759025280637542166208758384036037409346857065068615755489422934430477849440649064528671759799828200
cnf/sundermann/systems_software/am31_sim/Berger2013.cnf, 31506117330638209963044978072983956210771703423518162467137502207143887426026525283299774751701910447997211646995406800
cnf/sundermann/systems_software/am31_sim/Knüppel2017.cnf, 26265186949944561936868894614470127426345279772258743051485237593057640557852640094787685865558881394984361134737735400
cnf/sundermann/systems_software/mace1/Berger2013.cnf, 656138321259525538341752693748935312699763422251791867946687820763865319989865255405956422922846320061568854804405062352800
cnf/sundermann/systems_software/mace1/Knüppel2017.cnf, 535243614869603392014368087149645598714112822785372137516395267286844509038261789412962603706804181586508509751690616667600
cnf/sundermann/systems_software/mac7100evb/Berger2013.cnf, 656138321259525538341752693748935312699763422251791867946687820763865319989865255405956422922846320061568854804405062352800
cnf/sundermann/systems_software/mac7100evb/Knüppel2017.cnf, 535243614869603392014368087149645598714112822785372137516395267286844509038261789412962603706804181586508509751690616667600
cnf/sundermann/systems_software/ea2468/Berger2013.cnf, 59212636521270833269392654626765324549368402416608498439639685411641939593601250853184123930058512202078264031660452265851723014000
cnf/sundermann/systems_software/ea2468/Knüppel2017.cnf, 48140105947654256450567779330047705438363703453983418377647294481077613471853830182670637584920894406899339632618092309134566931640
cnf/sundermann/systems_software/refidt334/Berger2013.cnf, 294575358478648842704374033460264452399286928994694689355130992870865151358349143876534835618239744081736380850022839784205694249934800
cnf/sundermann/systems_software/refidt334/Knüppel2017.cnf, 241057721220847080964565283510783215904813105921504143096763987819045870864964016091446539479720174376592382997396021647638839406509800
cnf/sundermann/systems_software/BusyBox/Pett2021-2010-05-09_00-13-40.cnf, 7198479511966658662664201017124903561016384296986321603436399889946016053615838417026217420656779902196151685935222118400000000000000000000000
cnf/sundermann/systems_software/BusyBox/Oh2020-1_28_0.cnf, 131015637986869066594955808134501079028008039381985671612410564630862006108883152140836568227782153439006643161483440812593354976024587487374556603949573514223359777319658981065823636430801458215710142246414031293804813368688640000000000000000000000
cnf/sundermann/systems_software/BusyBox/Knüppel2017-1.18.0.cnf, 2061138519356781760670618805653750167349287991336595876373542198990734653489713239449032049664199494301454199336000050382457451123894821886472278234849758979132037884598159833615564800000000000000000000
cnf/sundermann/systems_software/BusyBox/Berger2013-1.18.0.cnf, 8499026160620020403367645609748828077599547731944348313212511374919300627064386211679237748086064676313113142858080550738779241823829059380356178815074465955879778303194438133158537394351918302936170496000000000000000
cnf/sundermann/systems_software/XSEngine/Berger2013.cnf, 20465746440382087936529912643590977513970082939999139929055557568916492561530302110679412575402722502373941138017801081294493092560800
cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf, 16694996857453792400652760013516861872352404117707955459303879291019815468162179516019553697455126912054699654561623755022545857576400
cnf/sundermann/systems_software/viper/Berger2013.cnf, 57910688455926457672750694460622375839316668427856931989122071194909834270210779998660686674085019401545289770431395795190386135605200
cnf/sundermann/systems_software/viper/Knüppel2017.cnf, 48730876732276277851853788221112171448105168620581884080430367744029198530535919413349490736033358699660370033484126710381309361274600
cnf/sundermann/systems_software/p2106/Berger2013.cnf, 37128091317744599575402179011383874999037121164929894272124153053569906046091105256246897401347676166648033913021227632428560
cnf/sundermann/systems_software/p2106/Knüppel2017.cnf, 30284700345107452972137231298969814637323452025757987941645958364844221920916786822953305484279386544098175253294155798625800
cnf/sundermann/systems_software/jmr3904/Berger2013.cnf, 47354958312017322187228635727719974166304448979757988173393495286576728031716214990221104849307102146718648692817347944400
cnf/sundermann/systems_software/jmr3904/Knüppel2017.cnf, 38756953490594965391686648040459615300765343654742567541435896905232665167575684345698330603969596574272319657810780897000
cnf/sundermann/systems_software/pc_i82559/Berger2013.cnf, 18367814290425503114723451651257356017633017579421835008043105119613367523180219552613565893879479893504723853951616378459430800
cnf/sundermann/systems_software/pc_i82559/Knüppel2017.cnf, 15255690366224518443391643906855918971439224195778209534368207629482541229440174325510498605703791652267515850012141653009011400
cnf/sundermann/systems_software/csb281/Berger2013.cnf, 409125153349147166078003587698894318744154556692926303919215694654936392041613417034981412168828692055924380207887059286171600
cnf/sundermann/systems_software/csb281/Knüppel2017.cnf, 343180476971783162125876380975385264853950450867651635741375651971084294795470296897668505734325296450913130510347900058746600
cnf/sundermann/systems_software/cma28x/Berger2013.cnf, 237571694265206578398272984004753070612681264821053916092117830551623372687358228936028174075111455698884683837312681320400
cnf/sundermann/systems_software/cma28x/Knüppel2017.cnf, 199871746133528467632937084754754996179621929010767085254153018503367993241987914400651556779339368552282164942972786196200
cnf/sundermann/systems_software/e7t/Berger2013.cnf, 119421541019806147825183596924748089633987033266919933380102984983069458246702346871860005508038038104228992809536990926956809399246800
cnf/sundermann/systems_software/e7t/Knüppel2017.cnf, 96588097333880267624066226904558465830888739636864629696749868645326445058748320477877624410346866721706441143345966728998734612807400
cnf/sundermann/systems_software/pc_rltk8139/Berger2013.cnf, 68828858795593272775087198413550031298528017967450084458769636009174082553737531810835159366561567882437931609117903009862950800
cnf/sundermann/systems_software/pc_rltk8139/Knüppel2017.cnf, 57166871074745786191249167978404156546317021336680557381953144883307715633324765959984440051576956786502261879207966389510771400
cnf/sundermann/systems_software/sh7708/Berger2013.cnf, 427966233130787603177977203541735802789609777996535061044385168721588446957012745550272962437481089567409828438998498238320
cnf/sundermann/systems_software/sh7708/Knüppel2017.cnf, 351040437853325830995395560722105530646818653764792562909184828413676621929124022904305068839977197831379063945176860507320
cnf/sundermann/systems_software/asb2305/Berger2013.cnf, 417249116727316090205005399204764707883643421972750615289264896973400390796333614668161893899033813538075537981222563862549045200
cnf/sundermann/systems_software/asb2305/Knüppel2017.cnf, 341444450139482308224179966046949096300663321302082456116934544166619653538477175319459880097322122924043805535912417102376877800
cnf/sundermann/systems_software/Embtoolkit/Berger2013.cnf, 210324920435630673724570743755514427656965880430078038010702547881267914255032151966554187404029880871372379219128353940460047419282336629586476226472187600835825656840438129652396045398556914212724386840815402483712000
cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf, 5134555717728405373874099868199035516442186387628134162059302739740605826105226151439263334400000
cnf/sundermann/systems_software/sparc_erc32/Berger2013.cnf, 31506117330638209963044978072983956210771703423518162467137502207143887426026525283299774751701910447997211646995406800
cnf/sundermann/systems_software/sparc_erc32/Knüppel2017.cnf, 26265186949944561936868894614470127426345279772258743051485237593057640557852640094787685865558881394984361134737735400
cnf/sundermann/systems_software/at91sam7xek/Berger2013.cnf, 944851128754377944722173411804677661023530935654438424344672651367814009925738975686878368133920363477224489048817708604038128340000
cnf/sundermann/systems_software/at91sam7xek/Knüppel2017.cnf, 764439161246741438723592293265538574956867088483632294772783146387622655660105730673437509539493536487738842332085510292540677848080
cnf/sundermann/systems_software/npwr/Berger2013.cnf, 12547992763780082988343449894599960201701914022413839732438024463275550983233123951231086527743337190837565267874180812175376000
cnf/sundermann/systems_software/npwr/Knüppel2017.cnf, 10236286613478654928697603588582486762203200721727550843545781222572564341546327248382274367051600898586231010420873388719470400
cnf/sundermann/systems_software/mpc50/Berger2013.cnf, 316818483246099070636442057895105145169997873993253227083452146389485344614942176987041410743067758746760315419633919082400
cnf/sundermann/systems_software/mpc50/Knüppel2017.cnf, 258102354657768146323872077794433747741384354084750027231640004049046131653069287395443854944576039389472390326473783541200
cnf/sundermann/systems_software/ipaq/Berger2013.cnf, 3328813627920019383959856170288130161924184697654751732757189391239053364942273089107412317775334096958900733327687174587920
cnf/sundermann/systems_software/ipaq/Knüppel2017.cnf, 2716090255555394786865673931721659870192662048106344246114776105307491592972573691035248570056672524173798505601634040233480
cnf/sundermann/systems_software/moab/Berger2013.cnf, 379666901198252663563619375285898027128788322645729182508895219614590845735121728866694659835279362331261715014602268805392850800
cnf/sundermann/systems_software/moab/Knüppel2017.cnf, 311028719207543778204161109787806295884444813202906058332642502596954930632856051101421355685188458879722441865388018278128598200
cnf/sundermann/systems_software/stm3210e_eval/Berger2013.cnf, 4912757308146160349314301146591062782855509161602264722534572884723063790968509380276050874186818212113782280182394229350320
cnf/sundermann/systems_software/stm3210e_eval/Knüppel2017.cnf, 3975274118180745545795858274039142109191304462228931402458747897685397451940533264878300827343122741775106341461961356765400
cnf/sundermann/systems_software/olpch2294/Berger2013.cnf, 195289070242314919154839742540973748175139734460950152748442426296005177330497768891648939136540121047105574996278082140112400
cnf/sundermann/systems_software/olpch2294/Knüppel2017.cnf, 159180571443427254446470584000697775431114630929485679832415947389938210977248721567500815785014030577833439210999294936694280
cnf/sundermann/systems_software/snds/Berger2013.cnf, 2132753886641161637442056726002509257732448309716581139627033004749985075484735975175576930642228162150909202387061523816400
cnf/sundermann/systems_software/snds/Knüppel2017.cnf, 1771910551520301037433878799567002089153812423206463920687718672585384435793922534630534973595736249581438097644749146439400
cnf/sundermann/systems_software/rattler/Berger2013.cnf, 36341626046422703236831871790118932415798304939773441134257593815342372005014801142991753639770339443168932617021526200331411648968859600
cnf/sundermann/systems_software/rattler/Knüppel2017.cnf, 29777269563287575058794441378250526769335623348222296803487658016428343991074926186584164114594967162147184082953336121470171705487277800
cnf/sundermann/systems_software/stb/Berger2013.cnf, 6678736955779285254576571229859069961143864687253250411692331600152969267328120629990560687811254290499954579278975767895739467280
cnf/sundermann/systems_software/stb/Knüppel2017.cnf, 5465362480273145888468498604444209520813862522490217884399227131057125884287800127535638874558927653051841763685939263784390180360
cnf/sundermann/systems_software/Coreboot/Berger2013.cnf, 14017448843572825750122771812482745558507603463493126779853857125177639606854445429057126400000
cnf/sundermann/systems_software/eCos/Berger2013-icse11.cnf, 497468225710631621747603296699889033272954921819172253991278234562183327622958116060862179163892950611831327207015661220531400
cnf/sundermann/systems_software/eCos/AlHajjaji2019-i386pc.cnf, 497468225710631621747603296699889033272954921819172253991278234562183327622958116060862179163892950611831327207015661220531400
cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf, 1831985071449466301122500734320222066104859279897997798221604629080230532814473797854805137229361515529426106684096411803600
cnf/sundermann/systems_software/sh4_202_md/Knüppel2017.cnf, 1499170702864212224392635951465719418041809768531121458646173700539684594315264799334413693354461459702721647851973934202600
cnf/sundermann/systems_software/sparc_leon/Berger2013.cnf, 31506117330638209963044978072983956210771703423518162467137502207143887426026525283299774751701910447997211646995406800
cnf/sundermann/systems_software/sparc_leon/Knüppel2017.cnf, 26265186949944561936868894614470127426345279772258743051485237593057640557852640094787685865558881394984361134737735400
cnf/sundermann/systems_software/phycore229x/Berger2013.cnf, 17690241291695326522257789817466990270511110167732440205850532019265621118320902296911567073878924836323606003183874302922311817581561360
cnf/sundermann/systems_software/phycore229x/Knüppel2017.cnf, 14387151664615353359907351253690581926259801722466102261058314599941640492308882296122832367109803556778088354249435248866598814665621000
cnf/sundermann/systems_software/brutus/Berger2013.cnf, 147716404586570259079951396519713177887358861225196111086326405665959910301945142498293459310940461293079818203566733467600
cnf/sundermann/systems_software/brutus/Knüppel2017.cnf, 120829708126123389041599376494215076920892254200750177026711031563486470413716527396018492566093540214137574673708619284200
cnf/sundermann/systems_software/assabet/Berger2013.cnf, 152853697984254201014402699642298966564953892233299684921889093208516193607343523039508596478335101108992647510691895997105680
cnf/sundermann/systems_software/assabet/Knüppel2017.cnf, 124810043569446298707098794646927373751501276218216658341932917275119788671282778035794200102819030551821354725291015677885960
cnf/sundermann/systems_software/grg/Berger2013.cnf, 1419430343248339822417295250140094576599180224083385080774798007253424972865348983863162216759638328212829690870015991949270800
cnf/sundermann/systems_software/grg/Knüppel2017.cnf, 1157901975313829139537279201137517140962519817974558595967859483985531088264280137874438490752115525458791764131551429370264200
cnf/sundermann/systems_software/vrc4373/Berger2013.cnf, 509202409351894384285344147255617833487806233566421006364429917751432092157791081685490725093591442268803624392950818649034750107600
cnf/sundermann/systems_software/vrc4373/Knüppel2017.cnf, 417353927175409720080931817084486015400751967662984075696083828610755826230207278321676990703133574332921969962337595466316545146600
cnf/sundermann/systems_software/h8s_sim/Berger2013.cnf, 126024469283361873384607583754956414503940294936791222380108890012274328010073888669496725421228478394457674641589608400
cnf/sundermann/systems_software/h8s_sim/Knüppel2017.cnf, 105060747768425476378692255919478076841894003742484303999287040731416096359041651136394042968331634167086840242850119400
cnf/sundermann/systems_software/pc_usb_d12/Berger2013.cnf, 724452282191257697925950255124676789700121100521243776612492564151679325233456347634342026774701911898210973883682402307363995200
cnf/sundermann/systems_software/pc_usb_d12/Knüppel2017.cnf, 602003465088487120423463277944765884493147458463647116222347549397140591374804187548996302064082298382628591914715592438614477600
cnf/sundermann/systems_software/psim/Berger2013.cnf, 13453112094617398415824934984913073033840711698308292670109074570535666450360752126123266769824474558845382956879372034000
cnf/sundermann/systems_software/psim/Knüppel2017.cnf, 11215234823174234412675786199925598944434264083544288397639341283239958364326692208002890394459289775033536394486696263400
cnf/sundermann/systems_software/eb40/Berger2013.cnf, 25147921194104289081422785250166499903471452406970580431744330836041112805102287373083319107327856107961979016363631373714960
cnf/sundermann/systems_software/eb40/Knüppel2017.cnf, 20528889635525915165249920270652960095074638022926690526752254921900607681365042892362940643665057398358174361678733665582600
cnf/sundermann/systems_software/gps4020/Berger2013.cnf, 176978816646430128262454465706862515473051926603740449700234662393365537984535133150467986537796846439544132275118255054800
cnf/sundermann/systems_software/gps4020/Knüppel2017.cnf, 144412279275665520930009168354378679705146364967449685696988174416519104779477247824707627295905451411853529764877807533800
cnf/sundermann/systems_software/integrator_arm9/Berger2013.cnf, 4058359009533639626886272534103178164739667387222518335105568636716329870954191014758144927057614850667504086770471219270128181200
cnf/sundermann/systems_software/integrator_arm9/Knüppel2017.cnf, 3721928700008852928959906536902762150095899615737824637124127307741372867855500595294892162500141422962334364632934610617348013800
cnf/sundermann/systems_software/ocelot/Berger2013.cnf, 122441612328434146014271827087725216118314573136837313901043927002510603381677819088486712277009703791662454004124699022669165341646800
cnf/sundermann/systems_software/ocelot/Knüppel2017.cnf, 100325970108295024210700854614929258037850109248242977991798214460560907886686021801490248146987106429115013648092668743367488470138600
cnf/sundermann/systems_software/m5272c3/Berger2013.cnf, 236757456339671212343440515250085432063359623357232316062924436259830130424626561012504701024010470939571791003895046764699600
cnf/sundermann/systems_software/m5272c3/Knüppel2017.cnf, 298797615537641102167990626150496504465972987482547620792745702497820053089895656495012298159781156343712951977147514600
cnf/sundermann/systems_software/olpce2294/Berger2013.cnf, 8187965460549119231483396615787248158155368266800312424131065943440817252513126522783934300430301226732870028793150127339472400
cnf/sundermann/systems_software/olpce2294/Knüppel2017.cnf, 6659329755197991260023371889993513303811922128495271207073401284966838076383724190803636463561200946294815202503816335279734280
cnf/sundermann/systems_software/flexanet/Berger2013.cnf, 3278903894837647385383025677048145143840742819779931931097147363211382413035553777636816295359193776074133611545850241774257680
cnf/sundermann/systems_software/flexanet/Knüppel2017.cnf, 2674891177314689236618720140955476011734535736723488955763141332902206116031003234481057264739523644472404963820177833207741960
cnf/sundermann/systems_software/cme555/Berger2013.cnf, 13243342091091349013740456510305446812601566693292052188340222569008436541387491653746527129270479550058061198134769253084025450127280
cnf/sundermann/systems_software/cme555/Knüppel2017.cnf, 11108767372058609493200323868555424635807679856482543776268325412855469688961637129912247406851628545472277891430433285379681700440280
cnf/sundermann/systems_software/mb93093/Berger2013.cnf, 4332531790101400733678140100313740255389645340587691404685296193283792393028662296975599093186050195287673219083720127852476571600
cnf/sundermann/systems_software/mb93093/Knüppel2017.cnf, 3606112470105693020494265827725875527429263216248760774456768898722929495361500481601847429197891173271662538751775759825245716200
cnf/sundermann/systems_software/skmb91302/Berger2013.cnf, 104312279024946648529579719389894914749805492806872926786255139150569324938023942426100590625779291362117549733753132119206862800
cnf/sundermann/systems_software/skmb91302/Knüppel2017.cnf, 85361112406691415065025660999009392110513365176740940188140979939242106353309924318581529609809841615168724184591490472587181800
cnf/sundermann/systems_software/malta_mips32_4kc/Berger2013.cnf, 904717463342496626698141478860019437880466231273079767644972828384336994195767648518643229053352714446689454709801564534939600
cnf/sundermann/systems_software/malta_mips32_4kc/Knüppel2017.cnf, 740350946643377761735181269995061859097418446236126332077116426578989497184339476641264595142619785915978557976475226163527400
cnf/sundermann/systems_software/pati/Berger2013.cnf, 7901505627733039911417502588183195931419743370986593956111576213702116855966805459012822245118008186717339802422502437673492400
cnf/sundermann/systems_software/pati/Knüppel2017.cnf, 6627929860071712126005695391070959845491450492206929943368578380464128807863655730528146987654321949563219085315418189346269400
cnf/sundermann/systems_software/phycore/Berger2013.cnf, 32396704602647204579105770930681366361382204874293719652382487586910643207547033036249261219805630738357204504951593519643843764422160
cnf/sundermann/systems_software/phycore/Knüppel2017.cnf, 26446182750938499732153958107512253978106263907973562025657082845163980681032929659341715852421284019345712461830322817219253947285000
cnf/sundermann/systems_software/adder/Berger2013.cnf, 98826262955116540654594658579507080173060213668622411355372612317123327888583768001824579847667155986221756840403183315918800
cnf/sundermann/systems_software/adder/Knüppel2017.cnf, 83101567503864282312600663842371941335111312225260372340089433454738524476342267012261134557295457714266510162137021657005800
cnf/sundermann/systems_software/cq7750/Berger2013.cnf, 2518121474204249998829150709974012764071762486950219669883634416585276298253070152359575299071609704599530362962861509907504898000
