file,lmc
cnf/sundermann/systems_software/hs7729pci/Knüppel2017.cnf, 1.05269e+119
cnf/sundermann/systems_software/pc_vmWare/Berger2013.cnf, 2.24433e+124
cnf/sundermann/systems_software/pc_vmWare/Knüppel2017.cnf, 1.05758e+122
cnf/sundermann/systems_software/sam7ex256/Berger2013.cnf, 9.99467e+129
cnf/sundermann/systems_software/sam7ex256/Knüppel2017.cnf, 4.85731e+129
cnf/sundermann/systems_software/fads/Berger2013.cnf, 2.34646e+119
cnf/sundermann/systems_software/fads/Knüppel2017.cnf, 3.65157e+118
cnf/sundermann/systems_software/uCLinux_base/Knüppel2017.cnf, 2.11488e+22
cnf/sundermann/systems_software/integrator_arm7/Berger2013.cnf, 7.46119e+125
cnf/sundermann/systems_software/integrator_arm7/Knüppel2017.cnf, 2.72611e+126
cnf/sundermann/systems_software/sparclite_sim/Berger2013.cnf, 3.34498e+116
cnf/sundermann/systems_software/sparclite_sim/Knüppel2017.cnf, 1.48894e+116
cnf/sundermann/systems_software/mcb2100/Berger2013.cnf, 3.7278e+120
cnf/sundermann/systems_software/mcb2100/Knüppel2017.cnf, 6.23001e+121
cnf/sundermann/systems_software/cerf/Berger2013.cnf, 1.81648e+123
cnf/sundermann/systems_software/cerf/Knüppel2017.cnf, 9.17915e+123
cnf/sundermann/systems_software/aki3068net/Berger2013.cnf, 7.21399e+118
cnf/sundermann/systems_software/aki3068net/Knüppel2017.cnf, 1.1013e+119
cnf/sundermann/systems_software/smdk2410/Berger2013.cnf, 4.85593e+129
cnf/sundermann/systems_software/smdk2410/Knüppel2017.cnf, 5.4742e+128
cnf/sundermann/systems_software/uClibc/Knüppel2017.cnf, 1.65233e+40
cnf/sundermann/systems_software/uClibc/Oh2020-ng_1_0_29.cnf, 6.46895e+36
cnf/sundermann/systems_software/uClibc/Pett2023-2020-12-24_11-54-53.cnf, 4.37055e+25
cnf/sundermann/systems_software/ts6/Berger2013.cnf, 6.29095e+123
cnf/sundermann/systems_software/ts6/Knüppel2017.cnf, 1.48386e+123
cnf/sundermann/systems_software/am31_sim/Berger2013.cnf, 7.26936e+115
cnf/sundermann/systems_software/am31_sim/Knüppel2017.cnf, 2.69043e+115
cnf/sundermann/systems_software/mace1/Berger2013.cnf, 7.69601e+120
cnf/sundermann/systems_software/mace1/Knüppel2017.cnf, 2.31902e+120
cnf/sundermann/systems_software/mac7100evb/Berger2013.cnf, 1.22023e+121
cnf/sundermann/systems_software/mac7100evb/Knüppel2017.cnf, 2.77424e+119
cnf/sundermann/systems_software/ea2468/Berger2013.cnf, 3.53497e+128
cnf/sundermann/systems_software/ea2468/Knüppel2017.cnf, 1.36796e+126
cnf/sundermann/systems_software/refidt334/Berger2013.cnf, 4.94354e+131
cnf/sundermann/systems_software/refidt334/Knüppel2017.cnf, 1.1047e+131
cnf/sundermann/systems_software/BusyBox/Oh2020-1_28_0.cnf, 9.36039e+247
cnf/sundermann/systems_software/XSEngine/Berger2013.cnf, 2.21906e+130
cnf/sundermann/systems_software/XSEngine/Knüppel2017.cnf, 3.67841e+129
cnf/sundermann/systems_software/viper/Berger2013.cnf, 1.28793e+132
cnf/sundermann/systems_software/viper/Knüppel2017.cnf, 2.0055e+130
cnf/sundermann/systems_software/p2106/Berger2013.cnf, 3.80704e+121
cnf/sundermann/systems_software/p2106/Knüppel2017.cnf, 2.18515e+120
cnf/sundermann/systems_software/jmr3904/Berger2013.cnf, 1.7074e+119
cnf/sundermann/systems_software/jmr3904/Knüppel2017.cnf, 3.28697e+118
cnf/sundermann/systems_software/pc_i82559/Berger2013.cnf, 3.82319e+124
cnf/sundermann/systems_software/pc_i82559/Knüppel2017.cnf, 3.01326e+123
cnf/sundermann/systems_software/csb281/Berger2013.cnf, 2.86974e+124
cnf/sundermann/systems_software/csb281/Knüppel2017.cnf, 2.3292e+121
cnf/sundermann/systems_software/cma28x/Berger2013.cnf, 2.00564e+120
cnf/sundermann/systems_software/cma28x/Knüppel2017.cnf, 3.87552e+118
cnf/sundermann/systems_software/e7t/Berger2013.cnf, 6.41328e+131
cnf/sundermann/systems_software/e7t/Knüppel2017.cnf, 1.39053e+132
cnf/sundermann/systems_software/pc_rltk8139/Berger2013.cnf, 1.90609e+125
cnf/sundermann/systems_software/pc_rltk8139/Knüppel2017.cnf, 5.99456e+123
cnf/sundermann/systems_software/sh7708/Berger2013.cnf, 7.77641e+119
cnf/sundermann/systems_software/sh7708/Knüppel2017.cnf, 2.63719e+119
cnf/sundermann/systems_software/asb2305/Berger2013.cnf, 6.58359e+126
cnf/sundermann/systems_software/asb2305/Knüppel2017.cnf, 7.36204e+124
cnf/sundermann/systems_software/Embtoolkit/Berger2013.cnf, 1.70313e+218
cnf/sundermann/systems_software/Embtoolkit/Knüppel2017.cnf, 4.72213e+96
cnf/sundermann/systems_software/sparc_erc32/Berger2013.cnf, 2.21705e+115
cnf/sundermann/systems_software/sparc_erc32/Knüppel2017.cnf, 4.50805e+114
cnf/sundermann/systems_software/at91sam7xek/Berger2013.cnf, 4.79596e+129
cnf/sundermann/systems_software/at91sam7xek/Knüppel2017.cnf, 2.3204e+129
cnf/sundermann/systems_software/npwr/Berger2013.cnf, 1.44405e+125
cnf/sundermann/systems_software/npwr/Knüppel2017.cnf, 7.43735e+122
cnf/sundermann/systems_software/mpc50/Berger2013.cnf, 5.42581e+120
cnf/sundermann/systems_software/mpc50/Knüppel2017.cnf, 2.30006e+118
cnf/sundermann/systems_software/ipaq/Berger2013.cnf, 1.5936e+120
cnf/sundermann/systems_software/ipaq/Knüppel2017.cnf, 9.74688e+120
cnf/sundermann/systems_software/moab/Berger2013.cnf, 3.82481e+124
cnf/sundermann/systems_software/moab/Knüppel2017.cnf, 4.1717e+124
cnf/sundermann/systems_software/stm3210e_eval/Berger2013.cnf, 5.04945e+119
cnf/sundermann/systems_software/stm3210e_eval/Knüppel2017.cnf, 1.72786e+121
cnf/sundermann/systems_software/olpch2294/Berger2013.cnf, 7.65571e+123
cnf/sundermann/systems_software/olpch2294/Knüppel2017.cnf, 1.72017e+122
cnf/sundermann/systems_software/snds/Berger2013.cnf, 1.43258e+121
cnf/sundermann/systems_software/snds/Knüppel2017.cnf, 2.1876e+120
cnf/sundermann/systems_software/rattler/Berger2013.cnf, 8.97131e+133
cnf/sundermann/systems_software/rattler/Knüppel2017.cnf, 1.99404e+134
cnf/sundermann/systems_software/stb/Berger2013.cnf, 7.89318e+126
cnf/sundermann/systems_software/stb/Knüppel2017.cnf, 4.19014e+127
cnf/sundermann/systems_software/eCos/Berger2013-icse11.cnf, 4.02002e+123
cnf/sundermann/systems_software/eCos/AlHajjaji2019-i386pc.cnf, 5.10197e+121
cnf/sundermann/systems_software/sh4_202_md/Berger2013.cnf, 8.62744e+119
cnf/sundermann/systems_software/sh4_202_md/Knüppel2017.cnf, 1.02932e+120
cnf/sundermann/systems_software/sparc_leon/Berger2013.cnf, 2.08841e+116
cnf/sundermann/systems_software/sparc_leon/Knüppel2017.cnf, 9.63547e+114
cnf/sundermann/systems_software/phycore229x/Berger2013.cnf, 6.19192e+133
cnf/sundermann/systems_software/phycore229x/Knüppel2017.cnf, 2.45276e+134
cnf/sundermann/systems_software/brutus/Berger2013.cnf, 1.94952e+120
cnf/sundermann/systems_software/brutus/Knüppel2017.cnf, 4.65563e+118
cnf/sundermann/systems_software/assabet/Berger2013.cnf, 3.1705e+120
cnf/sundermann/systems_software/assabet/Knüppel2017.cnf, 9.17169e+122
cnf/sundermann/systems_software/grg/Berger2013.cnf, 4.48143e+124
cnf/sundermann/systems_software/grg/Knüppel2017.cnf, 4.01854e+123
cnf/sundermann/systems_software/vrc4373/Berger2013.cnf, 7.17736e+129
cnf/sundermann/systems_software/vrc4373/Knüppel2017.cnf, 5.19738e+129
cnf/sundermann/systems_software/h8s_sim/Berger2013.cnf, 2.6618e+116
cnf/sundermann/systems_software/h8s_sim/Knüppel2017.cnf, 1.24422e+116
cnf/sundermann/systems_software/pc_usb_d12/Berger2013.cnf, 4.92293e+125
cnf/sundermann/systems_software/pc_usb_d12/Knüppel2017.cnf, 1.95145e+126
cnf/sundermann/systems_software/psim/Berger2013.cnf, 4.89358e+118
cnf/sundermann/systems_software/psim/Knüppel2017.cnf, 4.29936e+117
cnf/sundermann/systems_software/eb40/Berger2013.cnf, 7.15805e+121
cnf/sundermann/systems_software/eb40/Knüppel2017.cnf, 6.70099e+121
cnf/sundermann/systems_software/gps4020/Berger2013.cnf, 3.62026e+120
cnf/sundermann/systems_software/gps4020/Knüppel2017.cnf, 4.89853e+119
cnf/sundermann/systems_software/integrator_arm9/Berger2013.cnf, 1.66899e+126
cnf/sundermann/systems_software/integrator_arm9/Knüppel2017.cnf, 1.9541e+124
cnf/sundermann/systems_software/ocelot/Berger2013.cnf, 1.13845e+131
cnf/sundermann/systems_software/ocelot/Knüppel2017.cnf, 1.67975e+131
cnf/sundermann/systems_software/m5272c3/Berger2013.cnf, 1.29392e+123
cnf/sundermann/systems_software/m5272c3/Knüppel2017.cnf, 9.24891e+115
cnf/sundermann/systems_software/olpce2294/Berger2013.cnf, 2.65297e+124
cnf/sundermann/systems_software/olpce2294/Knüppel2017.cnf, 3.01378e+123
cnf/sundermann/systems_software/flexanet/Berger2013.cnf, 6.04057e+122
cnf/sundermann/systems_software/flexanet/Knüppel2017.cnf, 4.54194e+123
cnf/sundermann/systems_software/cme555/Berger2013.cnf, 8.4561e+129
cnf/sundermann/systems_software/cme555/Knüppel2017.cnf, 2.12121e+130
cnf/sundermann/systems_software/mb93093/Berger2013.cnf, 1.55704e+127
cnf/sundermann/systems_software/mb93093/Knüppel2017.cnf, 3.80437e+126
cnf/sundermann/systems_software/skmb91302/Berger2013.cnf, 7.13601e+125
cnf/sundermann/systems_software/skmb91302/Knüppel2017.cnf, 2.29229e+124
cnf/sundermann/systems_software/malta_mips32_4kc/Berger2013.cnf, 6.39796e+122
cnf/sundermann/systems_software/malta_mips32_4kc/Knüppel2017.cnf, 6.53923e+120
cnf/sundermann/systems_software/pati/Berger2013.cnf, 1.7105e+124
cnf/sundermann/systems_software/pati/Knüppel2017.cnf, 5.35759e+124
cnf/sundermann/systems_software/phycore/Berger2013.cnf, 7.1922e+130
cnf/sundermann/systems_software/phycore/Knüppel2017.cnf, 1.76929e+131
cnf/sundermann/systems_software/adder/Berger2013.cnf, 1.65699e+121
cnf/sundermann/systems_software/adder/Knüppel2017.cnf, 8.77446e+121
cnf/sundermann/systems_software/cq7750/Berger2013.cnf, 5.46357e+127
cnf/sundermann/systems_software/cq7750/Knüppel2017.cnf, 5.43055e+126
cnf/sundermann/systems_software/adderII/Berger2013.cnf, 2.39055e+122
cnf/sundermann/systems_software/adderII/Knüppel2017.cnf, 9.41654e+122
cnf/sundermann/systems_software/frv400/Berger2013.cnf, 2.17233e+129
cnf/sundermann/systems_software/frv400/Knüppel2017.cnf, 5.3215e+127
cnf/sundermann/systems_software/atlas_mips64_5kc/Berger2013.cnf, 3.8281e+120
cnf/sundermann/systems_software/atlas_mips64_5kc/Knüppel2017.cnf, 2.76216e+120
cnf/sundermann/systems_software/mbx/Berger2013.cnf, 2.08981e+131
cnf/sundermann/systems_software/mbx/Knüppel2017.cnf, 7.99197e+129
cnf/sundermann/systems_software/prpmc1100/Berger2013.cnf, 3.52926e+121
cnf/sundermann/systems_software/prpmc1100/Knüppel2017.cnf, 1.41765e+120
cnf/sundermann/systems_software/cerfpda/Berger2013.cnf, 1.04566e+125
cnf/sundermann/systems_software/cerfpda/Knüppel2017.cnf, 1.37192e+124
cnf/sundermann/systems_software/jtst/Berger2013.cnf, 4.8457e+120
cnf/sundermann/systems_software/jtst/Knüppel2017.cnf, 5.59505e+121
cnf/sundermann/systems_software/edosk2674/Berger2013.cnf, 4.26765e+117
cnf/sundermann/systems_software/edosk2674/Knüppel2017.cnf, 7.48926e+116
cnf/sundermann/systems_software/ec555/Berger2013.cnf, 3.91376e+130
cnf/sundermann/systems_software/ec555/Knüppel2017.cnf, 1.2645e+130
cnf/sundermann/systems_software/sa1100mm/Knüppel2017.cnf, 3.16504e+119
cnf/sundermann/systems_software/vrc4375/Berger2013.cnf, 4.13972e+131
cnf/sundermann/systems_software/vrc4375/Knüppel2017.cnf, 2.07608e+130
cnf/sundermann/systems_software/Fiasco/Berger2013.cnf, 2.96626e+14
cnf/sundermann/systems_software/Fiasco/Pett2023-2020-12-01_14-09-14.cnf, 3.05947e+08
cnf/sundermann/systems_software/Fiasco/Oh2020-17_10.cnf, 8.47675e+09
cnf/sundermann/systems_software/calm16_ceb/Berger2013.cnf, 5.40334e+116
cnf/sundermann/systems_software/calm16_ceb/Knüppel2017.cnf, 2.03485e+117
cnf/sundermann/systems_software/uE250/Berger2013.cnf, 2.37539e+121
cnf/sundermann/systems_software/uE250/Knüppel2017.cnf, 1.28421e+122
cnf/sundermann/systems_software/cma230/Berger2013.cnf, 1.08737e+119
cnf/sundermann/systems_software/cma230/Knüppel2017.cnf, 1.13628e+120
cnf/sundermann/systems_software/mb93091/Berger2013.cnf, 7.45426e+128
cnf/sundermann/systems_software/mb93091/Knüppel2017.cnf, 9.52835e+128
cnf/sundermann/systems_software/at91sam7sek/Berger2013.cnf, 8.90523e+125
cnf/sundermann/systems_software/at91sam7sek/Knüppel2017.cnf, 4.38739e+124
cnf/sundermann/systems_software/ixdp425/Berger2013.cnf, 3.7616e+123
cnf/sundermann/systems_software/ixdp425/Knüppel2017.cnf, 4.10648e+123
cnf/sundermann/systems_software/se77x9/Berger2013.cnf, 3.54493e+131
cnf/sundermann/systems_software/se77x9/Knüppel2017.cnf, 1.35276e+132
cnf/sundermann/systems_software/vads/Berger2013.cnf, 3.8777e+123
cnf/sundermann/systems_software/vads/Knüppel2017.cnf, 9.50088e+122
cnf/sundermann/systems_software/axTLS/Berger2013.cnf, 3.88013e+20
cnf/sundermann/systems_software/ceb_v850/Berger2013.cnf, 8.00846e+117
cnf/sundermann/systems_software/ceb_v850/Knüppel2017.cnf, 8.02108e+117
cnf/sundermann/systems_software/excalibur_arm9/Berger2013.cnf, 1.43314e+122
cnf/sundermann/systems_software/excalibur_arm9/Knüppel2017.cnf, 1.39234e+122
cnf/sundermann/systems_software/pid/Berger2013.cnf, 1.17819e+122
cnf/sundermann/systems_software/pid/Knüppel2017.cnf, 1.95393e+119
cnf/sundermann/systems_software/dreamcast/Berger2013.cnf, 4.58213e+119
cnf/sundermann/systems_software/dreamcast/Knüppel2017.cnf, 7.99264e+119
cnf/sundermann/systems_software/eb40a/Knüppel2017.cnf, 3.68978e+121
cnf/sundermann/systems_software/atlas_mips32_4kc/Berger2013.cnf, 2.44489e+120
cnf/sundermann/systems_software/atlas_mips32_4kc/Knüppel2017.cnf, 5.91055e+119
cnf/sundermann/systems_software/ebsa285/Berger2013.cnf, 6.13623e+123
cnf/sundermann/systems_software/ebsa285/Knüppel2017.cnf, 2.13315e+123
cnf/sundermann/systems_software/asb/Berger2013.cnf, 6.79174e+124
cnf/sundermann/systems_software/asb/Knüppel2017.cnf, 1.9624e+125
cnf/sundermann/systems_software/eb42/Berger2013.cnf, 2.46495e+121
cnf/sundermann/systems_software/eb42/Knüppel2017.cnf, 5.58369e+121
cnf/sundermann/systems_software/edb7xxx/Berger2013.cnf, 6.08726e+123
cnf/sundermann/systems_software/edb7xxx/Knüppel2017.cnf, 5.98805e+121
cnf/sundermann/systems_software/picasso/Berger2013.cnf, 3.36581e+123
cnf/sundermann/systems_software/picasso/Knüppel2017.cnf, 1.60333e+122
cnf/sundermann/systems_software/malta_mips64_5kc/Berger2013.cnf, 3.74857e+122
cnf/sundermann/systems_software/malta_mips64_5kc/Knüppel2017.cnf, 2.76672e+123
cnf/sundermann/systems_software/calm32_ceb/Berger2013.cnf, 6.18044e+116
cnf/sundermann/systems_software/calm32_ceb/Knüppel2017.cnf, 5.13568e+115
cnf/sundermann/systems_software/ts1000/Berger2013.cnf, 1.22103e+130
cnf/sundermann/systems_software/ts1000/Knüppel2017.cnf, 2.27238e+131
cnf/sundermann/systems_software/aaed2000/Berger2013.cnf, 1.18358e+131
cnf/sundermann/systems_software/aaed2000/Knüppel2017.cnf, 2.03734e+131
cnf/sundermann/systems_software/h8max/Berger2013.cnf, 3.56255e+117
cnf/sundermann/systems_software/h8max/Knüppel2017.cnf, 6.33139e+116
cnf/sundermann/systems_software/cq7708/Berger2013.cnf, 3.33626e+120
cnf/sundermann/systems_software/cq7708/Knüppel2017.cnf, 6.10484e+119
cnf/sundermann/systems_software/iq80321/Knüppel2017.cnf, 2.03024e+123
cnf/sundermann/systems_software/cdl_linux/Berger2013.cnf, 7.31357e+118
cnf/sundermann/systems_software/cdl_linux/Knüppel2017.cnf, 6.54762e+117
cnf/sundermann/systems_software/ref4955/Berger2013.cnf, 6.18227e+121
cnf/sundermann/systems_software/ref4955/Knüppel2017.cnf, 9.87826e+120
cnf/sundermann/systems_software/se7751/Berger2013.cnf, 2.72131e+129
cnf/sundermann/systems_software/se7751/Knüppel2017.cnf, 2.25258e+129
cnf/sundermann/systems_software/uCLinux_distribution/Knüppel2017.cnf, 3.62407e+408
cnf/sundermann/systems_software/FreeBSD/Berger2013-icse11.cnf, 6.45453e+295
cnf/sundermann/systems_software/FreeBSD/AlHajjaji2019-8.0.0.cnf, 5.81058e+301
cnf/sundermann/navigation/subseacontrolsystem/Mendonca2009.cnf, 2.99936e+10
cnf/plazar/FeatureModels/malta_mips32_4kc.cnf, 3.1084e+122
cnf/plazar/FeatureModels/picasso.cnf, 5.10446e+122
cnf/plazar/FeatureModels/h8300h_sim.cnf, 1.26194e+117
cnf/plazar/FeatureModels/vrc4373.cnf, 2.34716e+129
cnf/plazar/FeatureModels/uE250.cnf, 1.74851e+122
cnf/plazar/FeatureModels/hs7729pci.cnf, 1.05454e+130
cnf/plazar/FeatureModels/frv400.cnf, 3.14025e+128
cnf/plazar/FeatureModels/cq7708.cnf, 1.21224e+119
cnf/plazar/FeatureModels/embtoolkit.cnf, 1.80267e+218
cnf/plazar/FeatureModels/at91sam7xek.cnf, 9.59178e+128
cnf/plazar/FeatureModels/cq7750.cnf, 3.0923e+127
cnf/plazar/FeatureModels/linux.cnf, 1.6925e+120
cnf/plazar/FeatureModels/moab.cnf, 3.21795e+125
cnf/plazar/FeatureModels/eb40.cnf, 2.37667e+121
cnf/plazar/FeatureModels/olpce2294.cnf, 3.07839e+124
cnf/plazar/FeatureModels/malta_mips64_5kc.cnf, 3.73936e+123
cnf/plazar/FeatureModels/cma230.cnf, 1.48408e+120
cnf/plazar/FeatureModels/viper.cnf, 1.01894e+132
cnf/plazar/FeatureModels/dreamcast.cnf, 1.40014e+121
cnf/plazar/FeatureModels/smdk2410.cnf, 1.68801e+130
cnf/plazar/FeatureModels/cma28x.cnf, 7.52386e+120
cnf/plazar/FeatureModels/vrc4375.cnf, 9.00779e+130
cnf/plazar/FeatureModels/sh7708.cnf, 3.30625e+120
cnf/plazar/FeatureModels/ts6.cnf, 4.00058e+123
cnf/plazar/FeatureModels/am31_sim.cnf, 2.2805e+115
cnf/plazar/FeatureModels/pc_i82559.cnf, 1.48613e+124
cnf/plazar/FeatureModels/adderII.cnf, 3.75524e+121
cnf/plazar/FeatureModels/gps4020.cnf, 8.79622e+119
cnf/plazar/FeatureModels/csb281.cnf, 1.0871e+121
cnf/plazar/FeatureModels/fiasco.cnf, 2.06652e+14
cnf/plazar/FeatureModels/ceb_v850.cnf, 8.80767e+118
cnf/plazar/FeatureModels/stb.cnf, 9.34751e+126
cnf/plazar/FeatureModels/ecos-icse11.cnf, 2.23145e+122
cnf/plazar/FeatureModels/phycore.cnf, 2.68081e+131
cnf/plazar/FeatureModels/brutus.cnf, 2.04864e+118
cnf/plazar/FeatureModels/excalibur_arm9.cnf, 2.87665e+122
cnf/plazar/FeatureModels/mbx.cnf, 2.49127e+130
cnf/plazar/FeatureModels/eb55.cnf, 6.06003e+123
cnf/plazar/FeatureModels/innovator.cnf, 2.68977e+130
cnf/plazar/FeatureModels/sam7ex256.cnf, 3.17027e+129
cnf/plazar/FeatureModels/olpcl2294.cnf, 1.00281e+125
cnf/plazar/FeatureModels/eb40a.cnf, 1.97191e+121
cnf/plazar/FeatureModels/olpch2294.cnf, 1.71766e+124
cnf/plazar/FeatureModels/ocelot.cnf, 6.2661e+131
cnf/plazar/FeatureModels/ipaq.cnf, 4.7791e+121
cnf/plazar/FeatureModels/asb.cnf, 3.38155e+125
cnf/plazar/FeatureModels/sparc_erc32.cnf, 7.02305e+115
cnf/plazar/FeatureModels/jtst.cnf, 1.30903e+121
cnf/plazar/FeatureModels/integrator_arm9.cnf, 7.20122e+126
cnf/plazar/FeatureModels/snds.cnf, 1.25862e+121
cnf/plazar/FeatureModels/sparclite_sim.cnf, 3.11655e+116
cnf/plazar/FeatureModels/mace1.cnf, 9.04277e+120
cnf/plazar/FeatureModels/ixdp425.cnf, 5.60888e+124
cnf/plazar/FeatureModels/integrator_arm7.cnf, 8.91791e+126
cnf/plazar/FeatureModels/axTLS.cnf, 4.06571e+20
cnf/plazar/FeatureModels/sa1100mm.cnf, 1.87364e+120
cnf/plazar/FeatureModels/mcb2100.cnf, 2.81517e+123
cnf/plazar/FeatureModels/calm16_ceb.cnf, 7.3015e+117
cnf/plazar/FeatureModels/iq80321.cnf, 3.05434e+125
cnf/plazar/FeatureModels/ea2468.cnf, 2.05438e+128
cnf/plazar/FeatureModels/fads.cnf, 1.48655e+119
cnf/plazar/FeatureModels/phycore229x.cnf, 5.95209e+133
cnf/plazar/FeatureModels/mb93091.cnf, 5.14153e+128
cnf/plazar/FeatureModels/stm3210e_eval.cnf, 8.35382e+120
cnf/plazar/FeatureModels/stdeval1.cnf, 1.30639e+117
cnf/plazar/FeatureModels/pati.cnf, 5.01021e+124
cnf/plazar/FeatureModels/atlas_mips64_5kc.cnf, 1.77708e+121
cnf/plazar/FeatureModels/jmr3904.cnf, 1.41365e+119
cnf/plazar/FeatureModels/tx39_sim.cnf, 9.10474e+115
cnf/plazar/FeatureModels/pc_rltk8139.cnf, 1.97076e+125
cnf/plazar/FeatureModels/ts1000.cnf, 6.84021e+131
cnf/plazar/FeatureModels/psim.cnf, 7.77453e+118
cnf/plazar/FeatureModels/pc_usb_d12.cnf, 2.80473e+125
cnf/plazar/FeatureModels/mac7100evb.cnf, 5.57695e+119
cnf/plazar/FeatureModels/lpcmt.cnf, 1.44705e+123
cnf/plazar/FeatureModels/se7751.cnf, 6.08965e+129
cnf/plazar/FeatureModels/ref4955.cnf, 5.42641e+120
cnf/plazar/FeatureModels/mpc50.cnf, 1.96991e+120
cnf/plazar/FeatureModels/XSEngine.cnf, 4.34704e+130
cnf/plazar/FeatureModels/ec555.cnf, 6.28323e+129
cnf/plazar/FeatureModels/pc_i82544.cnf, 2.84743e+124
cnf/plazar/FeatureModels/aaed2000.cnf, 8.80785e+130
cnf/plazar/FeatureModels/grg.cnf, 1.19739e+124
cnf/plazar/FeatureModels/edb7xxx.cnf, 5.27373e+123
cnf/plazar/FeatureModels/skmb91302.cnf, 4.50906e+126
cnf/plazar/FeatureModels/eb42.cnf, 6.51794e+121
cnf/plazar/FeatureModels/refidt334.cnf, 1.07288e+132
cnf/plazar/FeatureModels/sleb.cnf, 2.59853e+117
cnf/plazar/FeatureModels/at91sam7sek.cnf, 4.48885e+123
cnf/plazar/FeatureModels/atlas_mips32_4kc.cnf, 1.42571e+121
cnf/plazar/FeatureModels/h8s_sim.cnf, 4.8324e+116
cnf/plazar/FeatureModels/aki3068net.cnf, 2.87891e+120
cnf/plazar/FeatureModels/m5272c3.cnf, 4.48246e+122
cnf/plazar/FeatureModels/iq80310.cnf, 4.57078e+125
cnf/plazar/FeatureModels/mb93093.cnf, 4.22303e+127
cnf/plazar/FeatureModels/rattler.cnf, 1.54684e+131
cnf/plazar/FeatureModels/sh4_202_md.cnf, 5.68773e+120
cnf/plazar/FeatureModels/ebsa285.cnf, 4.28914e+122
cnf/plazar/FeatureModels/pid.cnf, 7.51839e+121
cnf/plazar/FeatureModels/aeb.cnf, 1.5826e+120
cnf/plazar/FeatureModels/freebsd-icse11.cnf, 4.56499e+298
cnf/plazar/FeatureModels/assabet.cnf, 4.2114e+122
cnf/plazar/FeatureModels/asb2305.cnf, 3.8296e+126
cnf/plazar/FeatureModels/cerf.cnf, 6.47352e+124
cnf/plazar/FeatureModels/nano.cnf, 3.1688e+123
cnf/plazar/FeatureModels/cme555.cnf, 1.17366e+131
cnf/plazar/FeatureModels/vads.cnf, 1.44253e+122
cnf/plazar/FeatureModels/sparc_leon.cnf, 2.67331e+116
cnf/plazar/FeatureModels/se77x9.cnf, 3.11865e+131
cnf/plazar/FeatureModels/npwr.cnf, 3.75051e+124
