file, #m
tmp/30.150.74.cnf, 8366
tmp/30.150.263.cnf, 879
tmp/30.150.147.cnf, 1176
tmp/30.150.144.cnf, 2916
tmp/30.150.224.cnf, 12044
tmp/30.150.216.cnf, 6212
tmp/30.150.291.cnf, 18359
tmp/30.150.125.cnf, 1075
tmp/30.150.28.cnf, 7911
tmp/30.150.165.cnf, 7007
tmp/30.150.126.cnf, 1199
tmp/30.150.158.cnf, 775
tmp/30.150.34.cnf, 7693
tmp/30.150.295.cnf, 2610
tmp/30.150.173.cnf, 1443
tmp/30.150.228.cnf, 5301
tmp/30.150.11.cnf, 1541
tmp/30.150.72.cnf, 5394
tmp/30.150.233.cnf, 7529
tmp/30.150.35.cnf, 513
tmp/30.150.188.cnf, 2830
tmp/30.150.227.cnf, 8853
tmp/30.150.262.cnf, 5890
tmp/30.150.246.cnf, 3978
tmp/30.150.102.cnf, 4288
tmp/30.150.220.cnf, 3352
tmp/30.150.298.cnf, 18286
tmp/30.150.96.cnf, 17767
tmp/30.150.115.cnf, 1922
tmp/30.150.168.cnf, 1184
tmp/30.150.260.cnf, 12565
tmp/30.150.129.cnf, 1552
tmp/30.150.114.cnf, 1929
tmp/30.150.155.cnf, 3750
tmp/30.150.146.cnf, 9163
tmp/30.150.122.cnf, 2121
tmp/30.150.206.cnf, 9876
tmp/30.150.272.cnf, 17045
tmp/30.150.252.cnf, 12076
tmp/30.150.190.cnf, 9981
tmp/30.150.10.cnf, 16737
tmp/30.150.112.cnf, 5819
tmp/30.150.240.cnf, 4296
tmp/30.150.6.cnf, 2838
tmp/30.150.232.cnf, 1861
tmp/30.150.257.cnf, 7125
tmp/30.150.237.cnf, 10834
tmp/30.150.26.cnf, 16326
tmp/30.150.276.cnf, 4388
tmp/30.150.210.cnf, 1975
tmp/30.150.290.cnf, 1187
tmp/30.150.160.cnf, 5303
tmp/30.150.130.cnf, 5070
tmp/30.150.57.cnf, 2871
tmp/30.150.3.cnf, 2915
tmp/30.150.62.cnf, 7589
tmp/30.150.258.cnf, 7000
tmp/30.150.199.cnf, 16724
tmp/30.150.116.cnf, 8599
tmp/30.150.143.cnf, 18483
tmp/30.150.250.cnf, 26063
tmp/30.150.282.cnf, 1667
tmp/30.150.200.cnf, 16223
tmp/30.150.94.cnf, 4663
tmp/30.150.135.cnf, 1521
tmp/30.150.45.cnf, 5077
tmp/30.150.60.cnf, 6250
tmp/30.150.131.cnf, 11904
tmp/30.150.132.cnf, 14789
tmp/30.150.215.cnf, 2520
tmp/30.150.59.cnf, 9349
tmp/30.150.95.cnf, 15743
tmp/30.150.281.cnf, 1791
tmp/30.150.273.cnf, 2435
tmp/30.150.279.cnf, 3227
tmp/30.150.269.cnf, 12384
tmp/30.150.292.cnf, 6853
tmp/30.150.236.cnf, 1637
tmp/30.150.40.cnf, 14861
tmp/30.150.254.cnf, 1622
tmp/30.150.297.cnf, 453
tmp/30.150.117.cnf, 1094
tmp/30.150.244.cnf, 7791
tmp/30.150.185.cnf, 4596
tmp/30.150.27.cnf, 5162
tmp/30.150.223.cnf, 698
tmp/30.150.86.cnf, 1237
tmp/30.150.140.cnf, 4071
tmp/30.150.255.cnf, 10363
tmp/30.150.66.cnf, 10428
tmp/30.150.225.cnf, 11360
tmp/30.150.142.cnf, 9653
tmp/30.150.191.cnf, 7213
tmp/30.150.120.cnf, 3966
tmp/30.150.123.cnf, 2701
tmp/30.150.25.cnf, 4165
tmp/30.150.287.cnf, 769
tmp/30.150.253.cnf, 1658
tmp/30.150.242.cnf, 20572
tmp/30.150.83.cnf, 6608
tmp/30.150.180.cnf, 7211
tmp/30.150.178.cnf, 1739
tmp/30.150.49.cnf, 7446
tmp/30.150.274.cnf, 1186
tmp/30.150.99.cnf, 5652
tmp/30.150.285.cnf, 1161
tmp/30.150.56.cnf, 1112
tmp/30.150.64.cnf, 12669
tmp/30.150.15.cnf, 5051
tmp/30.150.197.cnf, 3721
tmp/30.150.103.cnf, 5686
tmp/30.150.1.cnf, 405
tmp/30.150.81.cnf, 3253
tmp/30.150.256.cnf, 3170
tmp/30.150.79.cnf, 3828
tmp/30.150.7.cnf, 2309
tmp/30.150.33.cnf, 5898
tmp/30.150.170.cnf, 329
tmp/30.150.106.cnf, 2893
tmp/30.150.248.cnf, 26939
tmp/30.150.77.cnf, 11041
tmp/30.150.84.cnf, 2019
tmp/30.150.202.cnf, 9529
tmp/30.150.221.cnf, 2232
tmp/30.150.39.cnf, 5000
tmp/30.150.24.cnf, 6618
tmp/30.150.299.cnf, 6088
tmp/30.150.105.cnf, 8630
tmp/30.150.134.cnf, 12531
tmp/30.150.89.cnf, 617
tmp/30.150.4.cnf, 3306
tmp/30.150.268.cnf, 2086
tmp/30.150.289.cnf, 2137
tmp/30.150.271.cnf, 1354
tmp/30.150.20.cnf, 7240
tmp/30.150.50.cnf, 4913
tmp/30.150.48.cnf, 3565
tmp/30.150.222.cnf, 1268
tmp/30.150.211.cnf, 7499
tmp/30.150.181.cnf, 14673
tmp/30.150.9.cnf, 1982
tmp/30.150.230.cnf, 2404
tmp/30.150.267.cnf, 2335
tmp/30.150.137.cnf, 24203
tmp/30.150.284.cnf, 3945
tmp/30.150.30.cnf, 1603
tmp/30.150.41.cnf, 4842
tmp/30.150.163.cnf, 9597
tmp/30.150.226.cnf, 3455
tmp/30.150.52.cnf, 13855
tmp/30.150.208.cnf, 11412
tmp/30.150.13.cnf, 8177
tmp/30.150.219.cnf, 6527
tmp/30.150.207.cnf, 4167
tmp/30.150.235.cnf, 7739
tmp/30.150.201.cnf, 2387
tmp/30.150.75.cnf, 5688
tmp/30.150.8.cnf, 4332
tmp/30.150.85.cnf, 1670
tmp/30.150.213.cnf, 5185
tmp/30.150.209.cnf, 3742
tmp/30.150.127.cnf, 2881
tmp/30.150.259.cnf, 1514
