file, mod
unigen3_easy/84.sk_4_77.cnf, 0.815314
unigen3_easy/Blasted_Real/blasted_case140.cnf, 0
unigen3_easy/Blasted_Real/blasted_case5.cnf, 0.592549
unigen3_easy/Blasted_Real/blasted_case40.cnf, 0.605394
unigen3_easy/20.sk_1_51.cnf, 0
unigen3_easy/Blasted_Real/blasted_case7.cnf, 0.60031
unigen3_easy/71.sk_3_65.cnf, 0
unigen3_easy/V7/s420_7_4.cnf, 0.610823
unigen3_easy/V3/s526a_3_2.cnf, 0.565336
unigen3_easy/Blasted_Real/blasted_case108.cnf, 0.467347
unigen3_easy/Blasted_Real/blasted_case122.cnf, 0.619743
unigen3_easy/Blasted_Real/blasted_case45.cnf, 0.562313
unigen3_easy/Blasted_Real/blasted_case36.cnf, 0.556131
unigen3_easy/Blasted_Real/blasted_case44.cnf, 0.551616
unigen3_easy/Blasted_Real/blasted_case27.cnf, 0.543758
unigen3_easy/V3/s444_3_2.cnf, 0.612373
unigen3_easy/Blasted_Real/blasted_case56.cnf, 0.526461
unigen3_easy/Blasted_Real/blasted_case_1_b14_1.cnf, 0.611456
unigen3_easy/Blasted_Real/blasted_case203.cnf, 0.60416
unigen3_easy/Blasted_Real/blasted_case24.cnf, 0.541807
unigen3_easy/V15/s382_15_7.cnf, 0.612508
unigen3_easy/Blasted_Real/blasted_case43.cnf, 0.562313
unigen3_easy/lss.sk_6_7.cnf, 0
unigen3_easy/V15/s526_15_7.cnf, 0.619007
unigen3_easy/Blasted_Real/blasted_case100.cnf, 0.688291
unigen3_easy/Blasted_Real/blasted_case125.cnf, 0.650326
unigen3_easy/V7/s820a_7_4.cnf, 0.482464
unigen3_easy/Blasted_Real/blasted_case60.cnf, 0.39603
unigen3_easy/Blasted_Real/blasted_case109.cnf, 0.509569
unigen3_easy/Blasted_Real/blasted_case145.cnf, 0.631551
unigen3_easy/V15/s27_new_15_7.cnf, 0.417355
unigen3_easy/Blasted_Real/blasted_case46.cnf, 0.553195
unigen3_easy/Blasted_Real/blasted_case9.cnf, 0.590874
unigen3_easy/35.sk_3_52.cnf, 0.61771
unigen3_easy/Blasted_Real/blasted_case112.cnf, 0.528444
unigen3_easy/Blasted_Real/blasted_case106.cnf, 0.6334
unigen3_easy/Blasted_Real/blasted_case63.cnf, 0.615469
unigen3_easy/Blasted_Real/blasted_case134.cnf, 0.714472
unigen3_easy/Blasted_Real/blasted_case59.cnf, 0.617645
unigen3_easy/Blasted_Real/blasted_case2.cnf, 0.530862
unigen3_easy/Blasted_Real/blasted_squaring50.cnf, 0.636451
unigen3_easy/V7/s298_7_4.cnf, 0.581164
unigen3_easy/V7/s832a_7_4.cnf, 0.475225
unigen3_easy/V15/s420_new1_15_7.cnf, 0.619443
unigen3_easy/Blasted_Real/blasted_case110.cnf, 0.544255
unigen3_easy/Blasted_Real/blasted_case23.cnf, 0.562505
unigen3_easy/Blasted_Real/blasted_case47.cnf, 0.610293
unigen3_easy/Blasted_Real/blasted_case128.cnf, 0.47513
unigen3_easy/V3/s382_3_2.cnf, 0.575984
unigen3_easy/V15/s420_15_7.cnf, 0.619443
unigen3_easy/tutorial1.sk_1_1.cnf, 0
unigen3_easy/Blasted_Real/blasted_case14.cnf, 0.596854
unigen3_easy/Blasted_Real/blasted_case103.cnf, 0.476355
unigen3_easy/FMEasy/axTLS.cnf, 0.627892
unigen3_easy/V15/s832a_15_7.cnf, 0.521681
unigen3_easy/Blasted_Real/blasted_case64.cnf, 0.614449
unigen3_easy/Blasted_Real/blasted_case146.cnf, 0.641343
unigen3_easy/Blasted_Real/blasted_case133.cnf, 0.631189
unigen3_easy/Blasted_Real/blasted_case39.cnf, 0.597696
unigen3_easy/Blasted_Real/blasted_case15.cnf, 0.606188
unigen3_easy/Blasted_Real/blasted_case105.cnf, 0.629937
unigen3_easy/Blasted_Real/blasted_case115.cnf, 0.629581
unigen3_easy/Blasted_Real/blasted_case29.cnf, 0.545953
unigen3_easy/Blasted_Real/blasted_case3.cnf, 0.541739
unigen3_easy/V3/s27_new_3_2.cnf, 0.417355
unigen3_easy/Blasted_Real/blasted_case205.cnf, 0.608766
unigen3_easy/Blasted_Real/blasted_case_1_b12_1.cnf, 0.61582
unigen3_easy/Blasted_Real/blasted_case101.cnf, 0.685907
unigen3_easy/V7/s382_7_4.cnf, 0.602465
unigen3_easy/Blasted_Real/blasted_case51.cnf, 0.602389
unigen3_easy/Blasted_Real/blasted_case126.cnf, 0.618901
unigen3_easy/Blasted_Real/blasted_case11.cnf, 0.53513
unigen3_easy/Blasted_Real/blasted_case_2_b14_2.cnf, 0.611415
unigen3_easy/Blasted_Real/blasted_case_3_b14_1.cnf, 0.611557
unigen3_easy/Blasted_Real/blasted_case68.cnf, 0.569675
unigen3_easy/Blasted_Real/blasted_case_3_b14_3.cnf, 0.625231
unigen3_easy/Blasted_Real/blasted_case10.cnf, 0.5942
unigen3_easy/Blasted_Real/blasted_case136.cnf, 0.632047
unigen3_easy/V15/s420_new_15_7.cnf, 0.624792
unigen3_easy/Blasted_Real/blasted_case135.cnf, 0.588482
unigen3_easy/Blasted_Real/blasted_case_2_b14_1.cnf, 0.611557
unigen3_easy/V3/s832a_3_2.cnf, 0.466489
unigen3_easy/V3/s820a_3_2.cnf, 0.462171
unigen3_easy/Blasted_Real/blasted_case61.cnf, 0.602357
unigen3_easy/Blasted_Real/blasted_case34.cnf, 0.655351
unigen3_easy/V7/s420_new1_7_4.cnf, 0.612143
unigen3_easy/Blasted_Real/blasted_case118.cnf, 0.557651
unigen3_easy/10.sk_1_46.cnf, 0.705261
unigen3_easy/FMEasy/fiasco.cnf, 0.649561
unigen3_easy/Blasted_Real/blasted_case131.cnf, 0.601595
unigen3_easy/V3/s953a_3_2.cnf, 0.479812
unigen3_easy/Blasted_Real/blasted_squaring51.cnf, 0.616932
unigen3_easy/Blasted_Real/blasted_case114.cnf, 0.618676
unigen3_easy/V7/s526a_7_4.cnf, 0.589154
unigen3_easy/Blasted_Real/blasted_squaring20.cnf, 0.610207
unigen3_easy/Blasted_Real/blasted_case116.cnf, 0.625176
unigen3_easy/V15/s526a_15_7.cnf, 0.624623
unigen3_easy/V15/s820a_15_7.cnf, 0.525705
unigen3_easy/V3/s1488_3_2.cnf, 0.429197
unigen3_easy/V15/s1488_15_7.cnf, 0.477034
unigen3_easy/V7/s1488_7_4.cnf, 0.438033
unigen3_easy/32.sk_4_38.cnf, 0.655882
unigen3_easy/111.sk_2_36.cnf, 0.647721
unigen3_easy/107.sk_3_90.cnf, 0.722999
unigen3_easy/55.sk_3_46.cnf, 0.705972
unigen3_easy/79.sk_4_40.cnf, 0.616582
unigen3_easy/53.sk_4_32.cnf, 0.645006
unigen3_easy/109.sk_4_36.cnf, 0.675056
unigen3_easy/51.sk_4_38.cnf, 0.67664
unigen3_easy/56.sk_6_38.cnf, 0.674854
unigen3_easy/ProjectService3.sk_12_55.cnf, 0.610847
unigen3_easy/57.sk_4_64.cnf, 0.631724
unigen3_easy/70.sk_3_40.cnf, 0.647909
unigen3_easy/80.sk_2_48.cnf, 0.617696
unigen3_easy/77.sk_3_44.cnf, 0.708808
unigen3_easy/7.sk_4_50.cnf, 0.649495
unigen3_easy/63.sk_3_64.cnf, 0.674731
unigen3_easy/36.sk_3_77.cnf, 0.653933
unigen3_easy/17.sk_3_45.cnf, 0.639339
unigen3_easy/19.sk_3_48.cnf, 0.655242
unigen3_easy/29.sk_3_45.cnf, 0.679466
unigen3_easy/tutorial2.sk_3_4.cnf, 0.686436
unigen3_easy/110.sk_3_88.cnf, 0.660903
