file,mc
r30c150b1000/30.150.86.cnf, 1237
r30c150b1000/30.150.278.cnf, 3330
r30c150b1000/30.150.57.cnf, 2871
r30c150b1000/30.150.50.cnf, 4913
r30c150b1000/30.150.219.cnf, 6527
r30c150b1000/30.150.185.cnf, 4596
r30c150b1000/30.150.222.cnf, 1268
r30c150b1000/30.150.279.cnf, 3227
r30c150b1000/30.150.54.cnf, 14226
r30c150b1000/30.150.218.cnf, 2185
r30c150b1000/30.150.232.cnf, 1861
r30c150b1000/30.150.59.cnf, 9349
r30c150b1000/30.150.171.cnf, 7628
r30c150b1000/30.150.51.cnf, 16401
r30c150b1000/30.150.173.cnf, 1443
r30c150b1000/30.150.159.cnf, 1230
r30c150b1000/30.150.212.cnf, 3922
r30c150b1000/30.150.244.cnf, 7791
r30c150b1000/30.150.231.cnf, 2979
r30c150b1000/30.150.10.cnf, 16737
r30c150b1000/30.150.130.cnf, 5070
r30c150b1000/30.150.75.cnf, 5688
r30c150b1000/30.150.229.cnf, 8483
r30c150b1000/30.150.193.cnf, 2212
r30c150b1000/30.150.270.cnf, 8803
r30c150b1000/30.150.151.cnf, 6346
r30c150b1000/30.150.283.cnf, 6698
r30c150b1000/30.150.264.cnf, 747
r30c150b1000/30.150.62.cnf, 7589
r30c150b1000/30.150.117.cnf, 1094
r30c150b1000/30.150.16.cnf, 4750
r30c150b1000/30.150.153.cnf, 6790
r30c150b1000/30.150.265.cnf, 2435
r30c150b1000/30.150.77.cnf, 11041
r30c150b1000/30.150.286.cnf, 1957
r30c150b1000/30.150.145.cnf, 6926
r30c150b1000/30.150.122.cnf, 2121
r30c150b1000/30.150.119.cnf, 9986
r30c150b1000/30.150.235.cnf, 7739
r30c150b1000/30.150.268.cnf, 2086
r30c150b1000/30.150.116.cnf, 8599
r30c150b1000/30.150.187.cnf, 3912
r30c150b1000/30.150.174.cnf, 6170
r30c150b1000/30.150.271.cnf, 1354
r30c150b1000/30.150.17.cnf, 3206
r30c150b1000/30.150.299.cnf, 6088
r30c150b1000/30.150.115.cnf, 1922
r30c150b1000/30.150.148.cnf, 4998
r30c150b1000/30.150.274.cnf, 1186
r30c150b1000/30.150.183.cnf, 6326
r30c150b1000/30.150.223.cnf, 698
r30c150b1000/30.150.42.cnf, 10722
r30c150b1000/30.150.166.cnf, 1496
r30c150b1000/30.150.255.cnf, 10363
r30c150b1000/30.150.238.cnf, 650
r30c150b1000/30.150.18.cnf, 1271
r30c150b1000/30.150.147.cnf, 1176
r30c150b1000/30.150.254.cnf, 1622
r30c150b1000/30.150.143.cnf, 18483
r30c150b1000/30.150.150.cnf, 7711
r30c150b1000/30.150.107.cnf, 5076
r30c150b1000/30.150.275.cnf, 7731
r30c150b1000/30.150.23.cnf, 5065
r30c150b1000/30.150.202.cnf, 9529
r30c150b1000/30.150.149.cnf, 1661
r30c150b1000/30.150.78.cnf, 1397
r30c150b1000/30.150.6.cnf, 2838
r30c150b1000/30.150.80.cnf, 538
r30c150b1000/30.150.208.cnf, 11412
r30c150b1000/30.150.221.cnf, 2232
r30c150b1000/30.150.28.cnf, 7911
r30c150b1000/30.150.76.cnf, 3929
r30c150b1000/30.150.33.cnf, 5898
r30c150b1000/30.150.132.cnf, 14789
r30c150b1000/30.150.124.cnf, 4894
r30c150b1000/30.150.2.cnf, 36015
r30c150b1000/30.150.177.cnf, 10814
r30c150b1000/30.150.203.cnf, 5368
r30c150b1000/30.150.247.cnf, 2026
r30c150b1000/30.150.201.cnf, 2387
r30c150b1000/30.150.184.cnf, 1206
r30c150b1000/30.150.22.cnf, 745
r30c150b1000/30.150.21.cnf, 2164
r30c150b1000/30.150.120.cnf, 3966
r30c150b1000/30.150.36.cnf, 510
r30c150b1000/30.150.182.cnf, 3578
r30c150b1000/30.150.66.cnf, 10428
r30c150b1000/30.150.205.cnf, 31519
r30c150b1000/30.150.290.cnf, 1187
r30c150b1000/30.150.211.cnf, 7499
r30c150b1000/30.150.65.cnf, 4543
r30c150b1000/30.150.165.cnf, 7007
r30c150b1000/30.150.73.cnf, 18660
r30c150b1000/30.150.176.cnf, 2402
r30c150b1000/30.150.109.cnf, 4071
r30c150b1000/30.150.230.cnf, 2404
r30c150b1000/30.150.213.cnf, 5185
r30c150b1000/30.150.234.cnf, 1042
r30c150b1000/30.150.123.cnf, 2701
r30c150b1000/30.150.215.cnf, 2520
r30c150b1000/30.150.7.cnf, 2309
r30c150b1000/30.150.295.cnf, 2610
r30c150b1000/30.150.43.cnf, 8550
r30c150b1000/30.150.133.cnf, 4615
r30c150b1000/30.150.106.cnf, 2893
r30c150b1000/30.150.142.cnf, 9653
r30c150b1000/30.150.69.cnf, 3070
r30c150b1000/30.150.113.cnf, 572
r30c150b1000/30.150.128.cnf, 3142
r30c150b1000/30.150.135.cnf, 1521
r30c150b1000/30.150.32.cnf, 864
r30c150b1000/30.150.294.cnf, 8395
r30c150b1000/30.150.172.cnf, 15223
r30c150b1000/30.150.240.cnf, 4296
r30c150b1000/30.150.140.cnf, 4071
r30c150b1000/30.150.152.cnf, 10190
r30c150b1000/30.150.260.cnf, 12565
r30c150b1000/30.150.90.cnf, 15624
r30c150b1000/30.150.82.cnf, 11319
r30c150b1000/30.150.158.cnf, 775
r30c150b1000/30.150.242.cnf, 20572
r30c150b1000/30.150.146.cnf, 9163
r30c150b1000/30.150.164.cnf, 2532
r30c150b1000/30.150.157.cnf, 1335
r30c150b1000/30.150.97.cnf, 14251
r30c150b1000/30.150.64.cnf, 12669
r30c150b1000/30.150.225.cnf, 11360
r30c150b1000/30.150.4.cnf, 3306
r30c150b1000/30.150.85.cnf, 1670
r30c150b1000/30.150.83.cnf, 6608
r30c150b1000/30.150.13.cnf, 8177
r30c150b1000/30.150.134.cnf, 12531
r30c150b1000/30.150.186.cnf, 1285
r30c150b1000/30.150.262.cnf, 5890
r30c150b1000/30.150.94.cnf, 4663
r30c150b1000/30.150.169.cnf, 3293
r30c150b1000/30.150.60.cnf, 6250
r30c150b1000/30.150.87.cnf, 8348
r30c150b1000/30.150.38.cnf, 4270
r30c150b1000/30.150.259.cnf, 1514
r30c150b1000/30.150.71.cnf, 1389
